,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
2946,negative,@united i was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.,2015-02-20 09:07:40 -0800,,-1,"[1, 0, 0]"
2947,positive,"@united thank you so much, that helps a ton. whoever is on this twitter acct today deserves a handshake and a hot chocolate flight. #problemsolvers",2015-02-20 09:06:38 -0800,Easley SC,1,"[0, 0, 1]"
2948,neutral,@united i left headphones in 2a on ua4689 from yhz-ewr. it's a long shot to see them again. but worth a tweet anyway!,2015-02-20 09:06:32 -0800,YHZ,0,"[0, 1, 0]"
2949,neutral,@united 129 thousand fans of @jedediahbila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,2015-02-20 09:03:56 -0800,,0,"[0, 1, 0]"
2950,positive,@united can't wait!!! 787!!! @tpallini http://t.co/odlall5edh,2015-02-20 09:03:53 -0800,,1,"[0, 0, 1]"
2951,negative,@united flight 5187 to be specific. the last two were probably 30 feet apart and within sight of each other,2015-02-20 09:02:30 -0800,San Francisco,-1,"[1, 0, 0]"
2952,positive,@united love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied,2015-02-20 09:02:08 -0800,,1,"[0, 0, 1]"
2953,negative,@united without baggage for 5 days and can't get an update from houston airport since monday. worst service ever!,2015-02-20 09:01:07 -0800,,-1,"[1, 0, 0]"
2954,negative,@united yes to three different checkers along the walk to the plane. overkill,2015-02-20 08:59:59 -0800,San Francisco,-1,"[1, 0, 0]"
2955,negative,@united bummer. might have to go with @americanair card instead. ty for response though.,2015-02-20 08:54:11 -0800,"Columbia, MO",-1,"[1, 0, 0]"
2956,neutral,"“@united: @lruns4cupcakes please dm details, we'd like to help if you need assistance. ^kp” @clarkhoward #another #airlines #issues",2015-02-20 08:53:22 -0800,"Texas, duh! ",0,"[0, 1, 0]"
2957,negative,@united or i'm sure her business will go else where for airline travel. her name is kathryn sotelo,2015-02-20 08:53:16 -0800,"Louisville, KY",-1,"[1, 0, 0]"
2958,neutral,@united please arrange someone at the arriving gate of flight 5957 to chicago for either a refund or first class upgrade,2015-02-20 08:52:41 -0800,"Louisville, KY",0,"[0, 1, 0]"
2959,negative,"@united made to check in my carry on from flight 1449 pbi to newark. plane luggage stow not full. u r costing me time, money &amp; aggravation!",2015-02-20 08:52:03 -0800,NYC,-1,"[1, 0, 0]"
2960,negative,@united i have no way to contact her while she is in flight. this does not work for me. her father is about to pass and is heading to denver,2015-02-20 08:51:52 -0800,"Louisville, KY",-1,"[1, 0, 0]"
2961,negative,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/pd3nbaakxh",2015-02-20 08:51:45 -0800,Tetbury,-1,"[1, 0, 0]"
2962,positive,@united thnx!,2015-02-20 08:51:41 -0800,Alphen aan den Rijn,1,"[0, 0, 1]"
2963,negative,@united - please help regarding pnr a3zz0f. why am i now waitlisted for a flight?,2015-02-20 08:47:09 -0800,,-1,"[1, 0, 0]"
2964,neutral,@united just emailed jim compton and jeff smisek so hopefully you pay attention now,2015-02-20 08:44:57 -0800,,0,"[0, 1, 0]"
2965,negative,@united i hope you have a solution or insurance to cover this issue,2015-02-20 08:44:24 -0800,,-1,"[1, 0, 0]"
2966,negative,@united customer service has no solution and now we might miss a show because of them,2015-02-20 08:44:06 -0800,,-1,"[1, 0, 0]"
2967,negative,@united deserves to go bankrupt. just delayed an outbound flight with no info on the connecting flight that we're going to miss,2015-02-20 08:43:46 -0800,,-1,"[1, 0, 0]"
2968,negative,@united flt 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail,2015-02-20 08:42:01 -0800,,-1,"[1, 0, 0]"
2969,negative,@united not anymore.  finally was ticketed 5 min before takeoff.  not sure why the confusion with a full-fare gsa ticket.,2015-02-20 08:39:14 -0800,Manassas VA,-1,"[1, 0, 0]"
2970,neutral,@united do miles earned with explorer card count toward lifetime miles?,2015-02-20 08:38:08 -0800,"Columbia, MO",0,"[0, 1, 0]"
2971,negative,"@united yes, but they still don't know where it is.  i've been told it might be on a flight, but now no one can confirm it.",2015-02-20 08:34:15 -0800,,-1,"[1, 0, 0]"
2972,neutral,@united what do i do if something is missing from my checked baggage?,2015-02-20 08:34:13 -0800,,0,"[0, 1, 0]"
2973,negative,"@united wind chill in ithica -17 degrees, and for the trouble of losing my clothes they give me a t-shirt. i'll burn it for warmth. #united",2015-02-20 08:33:33 -0800,Easley SC,-1,"[1, 0, 0]"
2974,positive,"@united aw, thanks for the kind words. totally makes these extra 6 hours sitting in an airport soooo much better.",2015-02-20 08:32:55 -0800,"ÜT: 40.635407,-73.991869",1,"[0, 0, 1]"
2975,neutral,@united frontier is currently offering their weather exceptions for this weekend. when is united?,2015-02-20 08:32:49 -0800,,0,"[0, 1, 0]"
2976,negative,"@united i will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.",2015-02-20 08:31:29 -0800,"New York City, baby",-1,"[1, 0, 0]"
2977,negative,"@united crew has been notified, passenger moved but water not fixed. now on tarmac two hours",2015-02-20 08:29:16 -0800,,-1,"[1, 0, 0]"
2978,negative,@united that link is not helpful as it does not put me in touch with management,2015-02-20 08:29:15 -0800,Global,-1,"[1, 0, 0]"
2979,positive,"@united as u might imagine, this former pilot was particularly touched by the gesture. please let the fo know #keepingtraditionsalive",2015-02-20 08:29:01 -0800,"Washington, DC - USA",1,"[0, 0, 1]"
2980,negative,"@united delayed cmh to ord. ran to gate 1 min b4 connection -door closed no one around. ignored by 1st agent, 2nd super rude. #thanksunited",2015-02-20 08:26:42 -0800,,-1,"[1, 0, 0]"
2981,negative,"@united @upgrd i guess the kit kat looks tasty... not going near that ""sandwich.""",2015-02-20 08:24:41 -0800,"New York, New York",-1,"[1, 0, 0]"
2982,negative,@united: worse - headed to laguardia (delayed).  why is the tray table the size of a mouse pad and the overhead the size on my pocket?,2015-02-20 08:22:32 -0800,,-1,"[1, 0, 0]"
2983,negative,@united now 1558 from iah to ewr has broken entertainment system and no wifi despite info on app: http://t.co/fy6f9rzb9k,2015-02-20 08:22:24 -0800,"Off: NYC, Home: Hoboken, NJ",-1,"[1, 0, 0]"
2984,negative,@united your customer service is terrible,2015-02-20 08:21:49 -0800,"Columbus, Ohio",-1,"[1, 0, 0]"
2985,neutral,@united done,2015-02-20 08:19:46 -0800,,0,"[0, 1, 0]"
2986,negative,@united please send help asap to @kathrynsotelo on flight 5957 to chicago seat 9c #airlines http://t.co/9skrlyrz1o,2015-02-20 08:15:49 -0800,"Louisville, KY",-1,"[1, 0, 0]"
2987,negative,"@united define ""appreciate"". i doubt the worst major airline in the usa acts on much feedback.",2015-02-20 08:15:26 -0800,"Portland, OR",-1,"[1, 0, 0]"
2988,negative,"@united yea, a refund. your airline ruined our trip.",2015-02-20 08:15:21 -0800,,-1,"[1, 0, 0]"
2989,positive,@united just sent - thank you!,2015-02-20 08:15:01 -0800,"Obersulzbach, Germany",1,"[0, 0, 1]"
2990,negative,@united that's wonderful. unfortunately doesn't help on this 4 hr flight between to major u.s. cities. #disappointed,2015-02-20 08:13:53 -0800,"Chicago, IL ",-1,"[1, 0, 0]"
2991,negative,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",2015-02-20 08:13:10 -0800,"Columbus, Ohio",-1,"[1, 0, 0]"
2992,negative,"@united got rebooked on aa.  one question though, do you automatically refund the check baggage fees for flight that was cancelled flightled?",2015-02-20 08:12:41 -0800,Toronto,-1,"[1, 0, 0]"
2993,negative,@united it is all good -- your 1k team has been nothing short of amazing with everything.,2015-02-20 08:12:40 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
2994,negative,@united new flight has me at the window. kind of ticked off. i pick aisle seats only because i hate window seats. #annoyed #epicfail,2015-02-20 08:07:56 -0800,,-1,"[1, 0, 0]"
2995,positive,@united good fly!! #united #businessfirst,2015-02-20 08:07:02 -0800,Mexico,1,"[0, 0, 1]"
2996,negative,.@united nope - had to rebook through houston so i could get to amarillo before 11pm. stuck in sfo for four hours.,2015-02-20 08:05:39 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
2997,positive,"@united thanks, i made it.",2015-02-20 08:05:20 -0800,"Off: NYC, Home: Hoboken, NJ",1,"[0, 0, 1]"
2998,neutral,@united past,2015-02-20 08:03:59 -0800,Global,0,"[0, 1, 0]"
2999,positive,@united thanks! just dmed hn.,2015-02-20 08:03:52 -0800,Kalamazoo & Chicago,1,"[0, 0, 1]"
3000,negative,@united is a money sucking airline with terrible terrible customer service,2015-02-20 08:03:49 -0800,San Francisco,-1,"[1, 0, 0]"
3001,negative,@united - are you aware your airbus fleet sucks?  i'd rather fly a c-130 full of rubber dog shit.,2015-02-20 08:03:12 -0800,,-1,"[1, 0, 0]"
3002,neutral,@united will you be issuing an exception policy for denver for this weekend?,2015-02-20 08:03:00 -0800,Denver,0,"[0, 1, 0]"
3003,neutral,"@united i need a breakdown of what the ""international surcharge"" on my flights cover. please help",2015-02-20 08:02:35 -0800,,0,"[0, 1, 0]"
3004,negative,@united https://t.co/jpd7nsgrt7. fyi your staff are telling customers to try other carriers,2015-02-20 07:59:09 -0800,,-1,"[1, 0, 0]"
3005,negative,@united couldn't have possibly messed up our trip anymore than they did. thanks for being such a terrible airline. #disappointed,2015-02-20 07:59:02 -0800,,-1,"[1, 0, 0]"
3006,negative,@united no wifi on #ua688 #sf to #chicago? 2015. that's all. ps: this tech intro video is a joke. #epicfail,2015-02-20 07:58:32 -0800,"Chicago, IL ",-1,"[1, 0, 0]"
3007,neutral,@united flight #1051 on 2/23. thx,2015-02-20 07:57:14 -0800,Tri State NY area...,0,"[0, 1, 0]"
3008,neutral,@united based on suggestions from other passengers i have a rental car on standby for 11:30.  one way or another will be leaving then.,2015-02-20 07:57:08 -0800,"Elmira, NY",0,"[0, 1, 0]"
3009,negative,@united thanks for the reply. the box is not mine and i'm not missing one. it was added to my bag ....,2015-02-20 07:56:46 -0800,"Ottawa, ON",-1,"[1, 0, 0]"
3010,negative,@united no wifi on flight ua688. sf to ord. really?  wow,2015-02-20 07:56:07 -0800,,-1,"[1, 0, 0]"
3011,neutral,@united gives belfast a #hug with the new unmissable #bushug format #impact #busads #thinkbus @belfastairport http://t.co/avbdstjujs,2015-02-20 07:56:06 -0800,Northern Ireland,0,"[0, 1, 0]"
3012,negative,@united is the worst http://t.co/27aitzl6nd,2015-02-20 07:54:54 -0800,"New York, NY",-1,"[1, 0, 0]"
3013,negative,@united haha and you have to clean a plane that was held overnight in a hangar. sounds lovely. also don't lie on screensand say it's weather,2015-02-20 07:52:35 -0800,"Orlando, FL",-1,"[1, 0, 0]"
3014,negative,@united no because you will charge me or delay me further. united 1612 still waiting.,2015-02-20 07:42:57 -0800,"Orlando, FL",-1,"[1, 0, 0]"
3015,neutral,"@united @adam_karren @zj76 how did you save the $200 on checked snowboard? trying to check in this morning, website wants $200! (prem.gold)",2015-02-20 07:42:18 -0800,san francisco,0,"[0, 1, 0]"
3016,neutral,"@united traveling from fra thru iad to mco tomorrow, concerned abt iad weather. can't change until advisory issued? any advice?",2015-02-20 07:40:45 -0800,"Obersulzbach, Germany",0,"[0, 1, 0]"
3017,negative,@united i did and then she made me feel guilty because it was economy plus and i didn't pay for the extra leg room,2015-02-20 07:40:42 -0800,"Ottawa, ON",-1,"[1, 0, 0]"
3018,negative,@united my flight cancelled flightled new flight 5012 hopefully will not.,2015-02-20 07:35:35 -0800,,-1,"[1, 0, 0]"
3019,negative,@united #4781 cancelled flightled. #5102newflight i will be upset if this one cancelled flights too. i could have rented a car if they would have been honest.,2015-02-20 07:34:39 -0800,,-1,"[1, 0, 0]"
3020,positive,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!,2015-02-20 07:34:19 -0800,In First Class,1,"[0, 0, 1]"
3021,positive,"@united hi, flight 1051. if i try and book a new one way,  flight departure shows up as 3:55pm which seems accurate.",2015-02-20 07:32:57 -0800,Tri State NY area...,1,"[0, 0, 1]"
3022,negative,@united stuck in. ord because united can't find their airplane. lol. #upset terminal right now.,2015-02-20 07:31:14 -0800,"Orlando, FL",-1,"[1, 0, 0]"
3023,neutral,@united who can i contact about requesting a charity donation? #thankyou,2015-02-20 07:26:48 -0800,Ohio (by way of Nebraska),0,"[0, 1, 0]"
3024,negative,@united wth be honest with your customers.  this better be the last change or we are driving home.  has our plane left or not!,2015-02-20 07:24:56 -0800,"Elmira, NY",-1,"[1, 0, 0]"
3025,negative,@united 2nd time in a row  i've been over charged by 100's of $$ on my plane ticket why? #united i shouldn't have to check my cc everytime,2015-02-20 07:23:23 -0800,"New York, Ny",-1,"[1, 0, 0]"
3026,neutral,@united i need a customer service manager to contact me please,2015-02-20 07:12:38 -0800,Global,0,"[0, 1, 0]"
3027,negative,@united is flight 5001 really going to leave newark today?  if not tell us now and i will rent a car.  i do not want to end up stranded.,2015-02-20 07:09:19 -0800,"Elmira, NY",-1,"[1, 0, 0]"
3028,negative,.@united thanks for the reply. i saw that but it's not particularly helpful to a hungry vegetarian not flying those specific flights. shrug.,2015-02-20 07:07:07 -0800,"Boston, MA",-1,"[1, 0, 0]"
3029,negative,@united so funny that my boarding pass said priority a because clearly i am not a priority to this airline,2015-02-20 07:03:57 -0800,NYC,-1,"[1, 0, 0]"
3030,negative,@united i'm sure you will offer me nothing for the inconvenience you have put me through twice this month. tweets don't cut it,2015-02-20 07:03:21 -0800,NYC,-1,"[1, 0, 0]"
3031,negative,@united or you'll cancelled flight my flight like you just did,2015-02-20 07:00:11 -0800,"Red Bank, NJ",-1,"[1, 0, 0]"
3032,negative,@united screwing me over twice in one month. learned my lesson. we are through.,2015-02-20 06:59:28 -0800,NYC,-1,"[1, 0, 0]"
3033,negative,@united what's the point of offering a free checked bag of you lose it?,2015-02-20 06:58:39 -0800,NYC,-1,"[1, 0, 0]"
3034,neutral,"@united will do, cheers",2015-02-20 06:58:38 -0800,"Boston, Massachusetts",0,"[0, 1, 0]"
3035,positive,@united please send me the link/email to formally compliment irene in slc on some of the best customer service ever. #paxex,2015-02-20 06:58:22 -0800,"Lehigh Valley, PA",1,"[0, 0, 1]"
3036,positive,@united thnx ^lo :-),2015-02-20 06:56:13 -0800,Alphen aan den Rijn,1,"[0, 0, 1]"
3037,neutral,"@united yes. houston int'l, bush.",2015-02-20 06:55:32 -0800,,0,"[0, 1, 0]"
3038,neutral,@united hi. my 2/23 flight from cun-ewr shows a departure of 2:55pm on my united app.  can you confirm?  doesn't look correct.  thanks.,2015-02-20 06:48:29 -0800,Tri State NY area...,0,"[0, 1, 0]"
3039,negative,"@united flight from vegas to houston cancelled flighted this morning ""due to operation"" what does this mean!???? thank god i woke up early today!",2015-02-20 06:43:11 -0800,"las vegas/nashville, TN",-1,"[1, 0, 0]"
3040,neutral,@united will do! thanks!,2015-02-20 06:41:07 -0800,"Minnesota, USA",0,"[0, 1, 0]"
3041,negative,@united education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.,2015-02-20 06:36:23 -0800,"Chicago, IL",-1,"[1, 0, 0]"
3042,negative,@united item (not mine) mysteriously ended up in my checked bag after a #ewr to #yow flight.  missing a black box? http://t.co/sjqemdtqma,2015-02-20 06:31:41 -0800,"Ottawa, ON",-1,"[1, 0, 0]"
3043,negative,@united my guess:flight is going to be cancelled flightled because there are 16 empty seats and those who confirmed are not important. #frustrated,2015-02-20 06:30:45 -0800,,-1,"[1, 0, 0]"
3044,negative,"@united instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers",2015-02-20 06:27:32 -0800,Phila. PA,-1,"[1, 0, 0]"
3045,negative,@united i need assistance with pulling your agents' heads out of their asses,2015-02-20 06:23:44 -0800,,-1,"[1, 0, 0]"
3046,negative,"@united gates were definitely not full. we were parked and wheels were chocked. customer service called it an ""unmet arrival""!!",2015-02-20 06:12:48 -0800,New Jersey,-1,"[1, 0, 0]"
3047,negative,@united @abigailedge another glitch??,2015-02-20 06:09:00 -0800,"London, UK",-1,"[1, 0, 0]"
3048,positive,@united in spite of flight delay great customer service provided by janet and baggage employee karen. you have 2 wonderful employees united.,2015-02-20 06:06:19 -0800,,1,"[0, 0, 1]"
3049,negative,@united i really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,2015-02-20 05:56:09 -0800,,-1,"[1, 0, 0]"
3050,neutral,@united to start 3xdaily @embraersa #erj145 flights from #chicago @fly2ohare to #evansville on 4jun #avgeek,2015-02-20 05:55:50 -0800,Abu Dhabi,0,"[0, 1, 0]"
3051,negative,"@united flight 4465 almost half an hour at the tarmac ""waiting for papers""... cannot miss my connection at iah !",2015-02-20 05:53:13 -0800,"Off: NYC, Home: Hoboken, NJ",-1,"[1, 0, 0]"
3052,negative,@united worst airline ever. thanks for the slew of rude agents and staff making my delayed flights even worse.,2015-02-20 05:50:59 -0800,,-1,"[1, 0, 0]"
3053,negative,@united no chance in hell. i'd rather walk. worst airline ever.,2015-02-20 05:47:40 -0800,"Chicago, IL",-1,"[1, 0, 0]"
3054,negative,@united is the worst major us airline.  more proof: they're boarding the plane with the outside galley door open in 0 degree weather.  wtf?,2015-02-20 05:42:22 -0800,NYC.  Sports.,-1,"[1, 0, 0]"
3055,neutral,@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),2015-02-20 05:40:29 -0800,Alphen aan den Rijn,0,"[0, 1, 0]"
3056,positive,@united always makes our cross country flights rad. @hemispheresmag here's baby flier charlotte! #8thtime5monthsold http://t.co/kcqnwixucm,2015-02-20 05:17:45 -0800,Los Angeles/Charlotte,1,"[0, 0, 1]"
3057,negative,"@united too late flight, damage has been done. easily the worst airline experience of my life. missed two connecting flights &amp; days of work. #ua49",2015-02-20 05:13:27 -0800,FUCK CANCER,-1,"[1, 0, 0]"
3058,negative,@united don't know if you are aware that all of your premier access lines are closed in your terminal. i feel the love.,2015-02-20 05:13:20 -0800,Naperville,-1,"[1, 0, 0]"
3059,positive,@united #firstclass to #london on my way to #londonfashionweek #lfw15 👠🇬🇧👠🇬🇧👠🇬🇧,2015-02-20 05:07:21 -0800,houston paris nyc ,1,"[0, 0, 1]"
3060,negative,@united disappointed to learn you are now charging $200 to use 20k miles for upgrades on ps jfk flights. will be looking at alternatives.,2015-02-20 05:03:53 -0800,New York,-1,"[1, 0, 0]"
3061,neutral,@united just kidding with you i'll send you my stuff now. thanks,2015-02-20 05:00:50 -0800,"Charlottesville, VA",0,"[0, 1, 0]"
3062,negative,@united @faanews unacceptable practice to leave cancelled flighted flight passengers to sleep on cement with no pillows #ua1724 http://t.co/ndtlj15zpu,2015-02-20 04:56:38 -0800,Seattle,-1,"[1, 0, 0]"
3063,negative,@united can u get the crew member that we are waiting on? we were told 40 minutes ago they landed here and they are still not to our gate.,2015-02-20 04:55:14 -0800,New Jersey,-1,"[1, 0, 0]"
3064,negative,@united flight 6212...massive fail! they delaying to transport a crew member causing many to miss connections! unreal!,2015-02-20 04:54:57 -0800,"New York, NY",-1,"[1, 0, 0]"
3065,negative,@united i had the worst customer experience at houston intl airport... your ground support even for @staralliance members is a nightmare,2015-02-20 04:43:47 -0800,"38.04591,23.769275",-1,"[1, 0, 0]"
3066,neutral,@united tremendous. what would you recommend?,2015-02-20 04:40:06 -0800,"Orlando, FL",0,"[0, 1, 0]"
3067,negative,@united can you help me with a delayed flight as im going to miss my connection?,2015-02-20 04:37:58 -0800,"Charlottesville, VA",-1,"[1, 0, 0]"
3068,negative,"@united i'm counting on you, please don't let me down! #delayed #again #needtocatchmynextflight #alreadyrebookedonce",2015-02-20 04:22:50 -0800,New Jersey,-1,"[1, 0, 0]"
3069,negative,@united why is it so impossible to actually get a passenger and their luggage to their final destination?,2015-02-20 03:53:25 -0800,,-1,"[1, 0, 0]"
3070,positive,@united -huge kudos to the fo of sunday's flt #1623 sjo-iad. handed my daughter her first pair of wings! keeping traditions alive.,2015-02-20 03:45:35 -0800,"Washington, DC - USA",1,"[0, 0, 1]"
3071,positive,@united awesome new plane flight 1701,2015-02-20 03:38:31 -0800,,1,"[0, 0, 1]"
3072,negative,@united #flightdelay on an early craft arrival because pilot is stuck in traffic #fail #nocustomerservice #nocompensation,2015-02-20 03:36:42 -0800,"santa barbara, CA",-1,"[1, 0, 0]"
3073,negative,"@united  oh united, how much i despise thee!",2015-02-20 03:20:47 -0800,minneapolis,-1,"[1, 0, 0]"
3074,neutral,@united lets see of we can do this today! hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight,2015-02-20 03:19:58 -0800,New Jersey,0,"[0, 1, 0]"
3075,positive,"@united flt 912. capt herman is amazing! came out before flight to play ""ask the captain anything."" wonderful ambassador to the airline!!",2015-02-20 03:17:28 -0800,NY,1,"[0, 0, 1]"
3076,negative,@united your airline is the biggest joke of an operation in the world.,2015-02-20 02:59:29 -0800,New York,-1,"[1, 0, 0]"
3077,negative,@united what is going on with baggage claim in newark!#tiredandwanttogohome,2015-02-20 02:54:49 -0800,,-1,"[1, 0, 0]"
3078,negative,@united usually your lounge staff are fantastic! except today in mco where almost denied entry to lounge even though traveling united-first,2015-02-20 02:47:45 -0800,"Chicago, IL",-1,"[1, 0, 0]"
3079,negative,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. not cool!!!",2015-02-20 02:42:26 -0800,,-1,"[1, 0, 0]"
3080,negative,@united why don't you respond to my e-mails of facebook msg?! i'm still wating for my tickets!! i'm getting really angry and disappointed!,2015-02-20 02:34:28 -0800,"Warsaw, Berlin, Kiev ",-1,"[1, 0, 0]"
3081,negative,@united then send your jeff smisek on a trip with jetblue or sw and make sure he takes notes. i would never choose to fly united again.,2015-02-20 02:19:42 -0800,,-1,"[1, 0, 0]"
3082,negative,@united so disappointed in the service and the level of staff communication. such a bummer.,2015-02-20 02:18:48 -0800,"Portland, OR",-1,"[1, 0, 0]"
3083,neutral,@united pre-dawn flight to #miami from #ewr. annual #sobewff trip. now.,2015-02-20 02:17:21 -0800,New York,0,"[0, 1, 0]"
3084,negative,"thanks @united, great news that u won't refund tickets due to a bad exchange rate. i knew u would come to your senses @gg8929 @unitedappeals",2015-02-20 02:17:18 -0800,London via Adelaide,-1,"[1, 0, 0]"
3085,positive,@united  thank you for a wonderful global first class flight on your 777 to fra. great service. (cont) http://t.co/46n9kdcsxu,2015-02-20 02:13:42 -0800,"Tulsa, OK",1,"[0, 0, 1]"
3086,neutral,"@united got it, look forward to hearing from you soon",2015-02-20 01:54:11 -0800,,0,"[0, 1, 0]"
3087,negative,@united how are you going to rectify this? please direct me to your complaints department #stickingtodelta,2015-02-20 01:40:46 -0800,,-1,"[1, 0, 0]"
3088,positive,"thank you united! “@united: @dan_roam that's a beautiful place to stay a day longer. have you been re-booked? if not, let me know. ^mn”",2015-02-20 01:25:27 -0800,,1,"[0, 0, 1]"
3089,negative,"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. resulting in no sleep",2015-02-20 01:17:51 -0800,,-1,"[1, 0, 0]"
3090,negative,"@united it seems like no one from united can help me. lots of fingers pointed, zero people stepping up. at least the gate has oreos",2015-02-20 01:11:15 -0800,,-1,"[1, 0, 0]"
3091,negative,@united they have access to the dial that makes it faster do they?,2015-02-20 00:59:50 -0800,Birkenhead upon Hudson,-1,"[1, 0, 0]"
3092,neutral,@united i'll be impressed if i actually get a response! 😜,2015-02-20 00:56:22 -0800,"Los Angeles, CA",0,"[0, 1, 0]"
3093,neutral,@united hi i left my asus tablet on flight to heathrow from newark on 16th feb and wondered how long it takes for someone to check if found?,2015-02-20 00:50:56 -0800,,0,"[0, 1, 0]"
3094,negative,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient",2015-02-20 00:47:16 -0800,,-1,"[1, 0, 0]"
3095,negative,@united has the worst flight attendants. they are like those angry and drunk aunts that we all have. everything has to be an argument.,2015-02-20 00:34:02 -0800,Bellevue Washington,-1,"[1, 0, 0]"
3096,negative,@united its in black and white. eu law and all that €600 for a cancelled flightled flight. i want my money,2015-02-19 23:47:03 -0800,bonkers in Yonkers,-1,"[1, 0, 0]"
3097,negative,@united accordingly? u dont respond at all,2015-02-19 23:45:24 -0800,bonkers in Yonkers,-1,"[1, 0, 0]"
3098,negative,"@united ""the extra care airline"". #unitedairlines they don't care. trust me. there #customerservice is non existent. they don't have 1",2015-02-19 23:44:48 -0800,bonkers in Yonkers,-1,"[1, 0, 0]"
3099,negative,"@united another unfortunate case of bad luck, usually maintenance issue. they are now swapping planes to ont, will get in late flight. :(",2015-02-19 23:43:32 -0800,,-1,"[1, 0, 0]"
3100,negative,@united it's a shame the great customer service wasn't continued in sfo. slightly absurd,2015-02-19 23:43:06 -0800,,-1,"[1, 0, 0]"
3101,negative,@united #onlyinamerica. 18 days and not a word from #unitedairlines #customerservices. bad pr guys.,2015-02-19 23:41:47 -0800,bonkers in Yonkers,-1,"[1, 0, 0]"
3102,negative,"@united still awaiting a reply from ur customer services?  18 days, no response? lousy #unitedairlines",2015-02-19 23:39:55 -0800,bonkers in Yonkers,-1,"[1, 0, 0]"
3103,positive,@united alright thank you. much appreciated.,2015-02-19 23:34:39 -0800,,1,"[0, 0, 1]"
3104,negative,@united has happened on other airlines and they've given out flight vouchers and been more transparent about the problems.,2015-02-19 23:27:42 -0800,,-1,"[1, 0, 0]"
3105,negative,"@united thanks, i'm booked. just spent an extra 7 hrs in the ten w/ no explanation. now flying middle seat to char instead of memphis.",2015-02-19 23:24:16 -0800,,-1,"[1, 0, 0]"
3106,negative,"@united agent rick clifton in sea-hou , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful",2015-02-19 23:24:09 -0800,"Seattle, WA",-1,"[1, 0, 0]"
3107,neutral,@united any chance you are allowing reflight booking problems yet for travel out of denver this weekend due to impending storm?,2015-02-19 23:19:16 -0800,,0,"[0, 1, 0]"
3108,negative,we all watched as the crew was escorted from the back to 1st class. prebooked? really? @united: @jenniferwalshpr your dissatisfaction is und,2015-02-19 23:18:09 -0800,Houston,-1,"[1, 0, 0]"
3109,positive,"@united thanks yup i'm all set.  it happens.   slc ground staff were prompt,  helpful and courteous.",2015-02-19 23:13:59 -0800,SoCal is where my mind stays,1,"[0, 0, 1]"
3110,negative,"there were plenty of empty seats in coach ""@united: your dissatisfaction is understood. crew members traveling for duty are pre-booked on f""",2015-02-19 23:07:58 -0800,Houston,-1,"[1, 0, 0]"
3111,negative,"@united all good, didn't die or anything. as they say ""you get what you pay for""!",2015-02-19 23:02:58 -0800,"San Francisco, Ca",-1,"[1, 0, 0]"
3112,positive,@united thank you so much. how will you be able to contact me?,2015-02-19 22:48:21 -0800,Kaizen 改善,1,"[0, 0, 1]"
3113,positive,@united maybe on my return trip 👍,2015-02-19 22:45:59 -0800,NJ,1,"[0, 0, 1]"
3114,negative,"@united your staff at laguardia and lagos, nigeria were unprofessional, uncaring and not helpful. ou",2015-02-19 22:44:45 -0800,Yonkers NY,-1,"[1, 0, 0]"
3115,positive,"@united i got it at the gate, thanks for checking!",2015-02-19 22:33:23 -0800,fuckin portland ass oregon,1,"[0, 0, 1]"
3116,negative,@united u kept passengers waiting all night 4 a plane that was being put out of service.  leaving everyone stranded for night. #inexcusable,2015-02-19 22:23:47 -0800,,-1,"[1, 0, 0]"
3117,positive,@united i especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,2015-02-19 22:22:22 -0800,Houston,1,"[0, 0, 1]"
3118,neutral,@united hello. i got off a flight a few months ago and constantly think about your peanuts. is there anyway you could send me some?,2015-02-19 22:21:50 -0800,Kaizen 改善,0,"[0, 1, 0]"
